Price,Close,High,Low,Open,Volume
Ticker,MOS,MOS,MOS,MOS,MOS
Date,,,,,
1988-01-26,6.721336364746094,6.8674523726753565,6.575220356816831,6.721336364746094,7244600
1988-01-27,7.232741355895996,7.232741355895996,6.684806404691754,6.757864398185653,3652400
1988-01-28,7.342328071594238,7.342328071594238,7.086625103926777,7.1596830946889085,2180000
1988-01-29,7.159682273864746,7.3423272298306825,6.94050832670562,7.269269247444308,1335400
1988-02-01,7.013569355010986,7.159685383240381,6.977040347953637,7.086627369125684,488800
1988-02-02,7.013569355010986,7.013569355010986,6.90398233383894,7.013569355010986,476800
1988-02-03,7.086626052856445,7.378858055036092,7.013568052311534,7.013568052311534,1284600
1988-02-04,7.196211338043213,7.196211338043214,7.050095371788529,7.0866243633522,328000
1988-02-05,7.232741355895996,7.269270352642946,7.159683362402097,7.159683362402097,403600
1988-02-08,7.013569355010986,7.086627369125684,6.940511340896288,7.086627369125684,143400
1988-02-09,6.9405059814453125,7.086621896844162,6.9405059814453125,7.086621896844162,157000
1988-02-10,7.159682273864746,7.196211265057933,7.0135663090919955,7.0135663090919955,456400
1988-02-11,7.232741355895996,7.342328346136845,7.232741355895996,7.232741355895996,484000
1988-02-12,7.451915264129639,7.4884442605224315,7.30579927855847,7.30579927855847,222600
1988-02-16,7.74414587020874,7.744145870208739,7.488442940532036,7.488442940532036,838000
1988-02-17,7.634559631347656,7.8537335920562015,7.524972650993384,7.744146611701929,642400
1988-02-18,7.74414587020874,7.780674860162555,7.5615009204396655,7.59802991039348,516000
1988-02-19,8.328615188598633,8.547789272509123,7.744150964837325,7.744150964837325,1103400
1988-02-22,8.292081832885742,8.32861082774427,8.18249484831016,8.255552838027215,326600
1988-02-23,8.182497024536133,8.255555033683777,8.072910010814667,8.255555033683777,245000
1988-02-24,8.1094388961792,8.145967900216043,8.036380888105512,8.145967900216043,271600
1988-02-25,8.219023704528809,8.328610687255859,8.109436721801758,8.109436721801758,948000
1988-02-26,8.255552291870117,8.255552291870117,8.18249430698631,8.219023299428214,256000
1988-02-29,8.84001636505127,8.876545358295283,8.292081466391068,8.328610459635081,647800
1988-03-01,8.693901062011719,8.986133030482701,8.693901062011719,8.876546042306083,587200
1988-03-02,8.876544952392578,8.876544952392578,8.657371002950786,8.657371002950786,192000
1988-03-03,8.766955375671387,8.949600279331207,8.766955375671387,8.949600279331207,232800
1988-03-04,9.059188842773438,9.059188842773438,8.69389897008096,8.69389897008096,426000
1988-03-07,9.314894676208496,9.387952673668956,8.913075690175972,8.913075690175972,463400
1988-03-08,9.314894676208496,9.387952673668956,9.241836678748038,9.278365677478266,494800
1988-03-09,9.27836799621582,9.351426011934056,9.241838988356703,9.351426011934056,205400
1988-03-10,8.511252403259277,9.314889969232256,8.511252403259277,9.314889969232256,414200
1988-03-11,8.515663146972656,8.625779480769717,8.222019590180496,8.515663146972656,223400
1988-03-14,8.846006393432617,8.882711814152254,8.552363027675518,8.589068448395155,144800
1988-03-15,9.359885215759277,9.359885215759277,8.956125461353976,8.956125461353976,673200
1988-03-16,9.213062286376953,9.470000278427307,9.139651431505424,9.396589423555778,202800
1988-03-17,9.249765396118164,9.323176232595292,9.102943723163907,9.323176232595292,146600
1988-03-18,9.066245079040527,9.286477753025318,9.066245079040527,9.286477753025318,166800
1988-03-21,8.809300422668457,9.029532933235167,8.77259500424067,9.029532933235167,254400
1988-03-22,8.735894203186035,8.956126830157112,8.699188765357523,8.80930507884306,515000
1988-03-23,8.809300422668457,8.809300422668457,8.735889585812886,8.77259500424067,27600
1988-03-24,8.442245483398438,8.51565631368886,8.222012992527175,8.51565631368886,699200
1988-03-25,8.332132339477539,8.625775769943708,8.332132339477539,8.515659483518894,152800
1988-03-28,8.368839263916016,8.368839263916016,8.111901216339646,8.111901216339646,137000
1988-03-29,8.846006393432617,8.882711814152254,8.442246765516606,8.442246765516606,186000
1988-03-30,8.772602081298828,8.88271842541555,8.735896633259921,8.846012977376644,125000
1988-03-31,8.846006393432617,8.846006393432617,8.66247928983443,8.66247928983443,294400
1988-04-04,8.809300422668457,8.809300422668457,8.809300422668457,8.809300422668457,148200
1988-04-05,8.882713317871094,8.956124171737796,8.772597037071039,8.772597037071039,219600
1988-04-06,9.286478996276855,9.396595348011363,8.882719039916992,8.882719039916992,125200
1988-04-07,9.396594047546387,9.396594047546387,9.249772265553474,9.32318315654993,165400
1988-04-08,9.396594047546387,9.396594047546387,9.286477711051702,9.359888602048159,182400
1988-04-11,9.249765396118164,9.396587069072421,9.2130599778796,9.359881650833858,85400
1988-04-12,9.066245079040527,9.213066861697055,9.029539633376396,9.213066861697055,419000
1988-04-13,9.066245079040527,9.139655970368791,9.029539633376396,9.029539633376396,208000
1988-04-14,8.662485122680664,8.956128686161364,8.662485122680664,8.956128686161364,167000
1988-04-15,8.662485122680664,8.662485122680664,8.44225245007014,8.58907423181049,102800
1988-04-18,8.442245483398438,8.882710465140965,8.222012992527175,8.6624779742697,807000
1988-04-19,8.478958129882812,8.662485362131358,8.405547236983395,8.405547236983395,442200
1988-04-20,8.552364349365234,8.58906977575736,8.478953496580983,8.478953496580983,68000
1988-04-21,8.662485122680664,8.735896013550839,8.58907423181049,8.58907423181049,44800
1988-04-22,8.735894203186035,8.735894203186035,8.66248332752901,8.66248332752901,1800
1988-04-25,8.956122398376465,8.956122398376465,8.735889880383601,8.809300719714555,204000
1988-04-26,9.176360130310059,9.176360130310059,9.06624380874634,9.06624380874634,150000
1988-04-27,8.992831230163574,9.13965296453359,8.992831230163574,9.13965296453359,86200
1988-04-28,8.882713317871094,8.919418744804444,8.846007890937742,8.919418744804444,103400
1988-04-29,8.662485122680664,8.809306904421014,8.515663340940314,8.809306904421014,89800
1988-05-02,8.735894203186035,8.735894203186035,8.625777889700498,8.625777889700498,142400
1988-05-03,8.809300422668457,8.809300422668457,8.735889585812886,8.735889585812886,313000
1988-05-04,8.662485122680664,8.846012349856101,8.662485122680664,8.846012349856101,141600
1988-05-05,8.589068412780762,8.69918467448308,8.515657571645884,8.69918467448308,369800
1988-05-06,8.515663146972656,8.625779480769717,8.515663146972656,8.625779480769717,89400
1988-05-09,8.29542350769043,8.589066817697171,8.222012680188744,8.589066817697171,169200
1988-05-10,8.258726119995117,8.295431569417318,8.222020670572917,8.222020670572917,215000
1988-05-11,7.818257808685303,8.185312165900575,7.781552372963775,8.185312165900575,93800
1988-05-12,8.111899375915527,8.111899375915527,7.854961386633135,7.854961386633135,226400
1988-05-13,8.515663146972656,8.515663146972656,8.222019590180496,8.222019590180496,119600
1988-05-16,8.515663146972656,8.589074036170697,8.478957702373638,8.478957702373638,70600
1988-05-17,8.625778198242188,8.662483637383644,8.58907275910073,8.625778198242188,79200
1988-05-18,8.40554141998291,8.58906852522271,8.36883599893495,8.58906852522271,29000
1988-05-19,8.29542350769043,8.4422451626938,8.29542350769043,8.405539748942958,138000
1988-05-20,8.515663146972656,8.589074036170697,8.332135923977557,8.368841368576577,135400
1988-05-23,8.29542350769043,8.4422451626938,8.29542350769043,8.4422451626938,144800
1988-05-24,8.332132339477539,8.332132339477539,8.258721481860997,8.258721481860997,92600
1988-05-25,8.368839263916016,8.478955570020174,8.258722957811857,8.332133828547963,219000
1988-05-26,8.40554141998291,8.44224684103087,8.36883599893495,8.36883599893495,217400
