Price,Close,High,Low,Open,Volume
Ticker,MRNA,MRNA,MRNA,MRNA,MRNA
Date,,,,,
2023-10-16,91.94000244140625,96.6500015258789,90.18000030517578,95.30000305175781,9062600
2023-10-17,86.33000183105469,91.69000244140625,86.23999786376953,90.37999725341797,8604500
2023-10-18,86.01000213623047,87.55000305175781,85.0999984741211,85.55000305175781,4690800
2023-10-19,82.37000274658203,86.88999938964844,80.4800033569336,85.80999755859375,6495600
2023-10-20,80.4000015258789,82.44999694824219,79.70999908447266,82.12999725341797,5462600
2023-10-23,78.63999938964844,80.81500244140625,78.27999877929688,79.1500015258789,4584200
2023-10-24,79.76000213623047,81.6240005493164,78.80999755859375,78.80999755859375,3194800
2023-10-25,76.76000213623047,78.81999969482422,75.88999938964844,78.55000305175781,3607800
2023-10-26,75.9800033569336,77.22000122070312,75.44000244140625,76.7300033569336,3429800
2023-10-27,71.91000366210938,76.55999755859375,71.55000305175781,75.9000015258789,5440800
2023-10-30,74.06999969482422,74.4000015258789,71.80000305175781,71.87999725341797,4228400
2023-10-31,75.95999908447266,76.1500015258789,72.6500015258789,72.91000366210938,3777300
2023-11-01,76.19999694824219,77.0,74.62000274658203,75.22000122070312,4139000
2023-11-02,71.2300033569336,73.30000305175781,62.54999923706055,64.3499984741211,16648600
2023-11-03,77.52999877929688,79.25,73.04299926757812,73.08999633789062,8881100
2023-11-06,72.06999969482422,79.05699920654297,71.69999694824219,78.04000091552734,6003000
2023-11-07,73.66000366210938,73.72000122070312,71.33999633789062,72.22000122070312,4003500
2023-11-08,71.33999633789062,73.66999816894531,70.11199951171875,73.6500015258789,4526100
2023-11-09,69.51000213623047,71.80000305175781,68.94999694824219,71.73999786376953,3651300
2023-11-10,70.05000305175781,70.27999877929688,67.8499984741211,69.5999984741211,3971900
2023-11-13,70.20999908447266,70.26000213623047,67.62000274658203,69.58999633789062,3170100
2023-11-14,74.0999984741211,74.75,72.98999786376953,73.62000274658203,4445500
2023-11-15,76.3499984741211,78.30000305175781,74.20999908447266,74.45999908447266,3954900
2023-11-16,76.55000305175781,76.62000274658203,74.18000030517578,76.1500015258789,3108900
2023-11-17,76.44000244140625,77.41999816894531,74.77999877929688,77.1500015258789,3157500
2023-11-20,78.95999908447266,79.80000305175781,76.01000213623047,76.80000305175781,3543800
2023-11-21,77.13999938964844,77.66999816894531,75.9000015258789,77.08000183105469,2714000
2023-11-22,78.16999816894531,78.66999816894531,76.83499908447266,78.05999755859375,2203500
2023-11-24,78.5199966430664,81.12000274658203,77.7699966430664,78.66000366210938,2153000
2023-11-27,77.72000122070312,78.36000061035156,75.66000366210938,78.36000061035156,2960100
2023-11-28,78.18000030517578,78.25,75.83999633789062,77.31999969482422,2240000
2023-11-29,79.01000213623047,80.88999938964844,78.8499984741211,78.94999694824219,2569800
